school_name,publish_date,last_update_date,address,website,google_map,roll_number,local_name_of_school,school_Level,school_Level_Detail,principal_name,ethos,gender,language_of_Instruction,DEIS_indicator,transition_year_indicator,enrolment_total,enrolment_boys,enrolment_girls,free_education_indicator,fee_charging_indicator,day_boarding,inspection_reports
ASHBOURNE COMMUNITY SCHOOL,2021-07-07,2024-01-22,"DEERPARK ASHBOURNE CO MEATH , MEATH , MEATH , A84T925",http://www.ashcom.ie,"https://maps.google.com/?q=53.504128,-6.3882065",91495T,ASHBOURNE COMMUNITY SCHOOL,POST PRIMARY,COMMUNITY,MS. AINE O'SULLIVAN,INTER DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,1072,571,501,YES,NO,NA,
ASHBOURNE EDUCATE TOGETHER NATIONAL SCHOOL,2021-07-07,2024-01-22,"ASHBOURNE EDUCATE TOGETHER KILLEGLAND ASHBOURNE CO. MEATH , MEATH , MEATH , A84A4X6",http://www.ashbourneetns.ie,"https://maps.google.com/?q=53.511948,-6.416043",20396Q,ASHBOURNE ETNS,PRIMARY,ORDINARY,FIONA HAYDEN,MULTI DENOMINATIONAL,MIXED,ENGLISH,NO,NA,439,241,198,NA,NO,NA,
ASHTON SCHOOL,2021-07-07,2024-01-22,"BLACKROCK ROAD CORK , CORK , CORK , T12AF50",http://www.ashton.ie,"https://maps.google.com/?q=51.89337,-8.452039",81008W,ASHTON SCHOOL,POST PRIMARY,COMPREHENSIVE,MR. ADRIAN JOHN LANDEN,CHURCH OF IRELAND,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,544,281,263,YES,NO,NA,
ASKEATON SENIOR NS,2021-07-07,2023-02-17,"ASKEATON CO LIMERICK , LIMERICK , LIMERICK , V94HD30",http://askeatonsns.scoilnet.ie,"https://maps.google.com/?q=52.600407,-8.981565",18530F,ASKEATON SENIOR NS,PRIMARY,NON CAPITATION SCHOOL GRANT,BRENDAN HAYES,CATHOLIC,MIXED,ENGLISH,YES,NA,81,42,39,NA,NO,NA,Reports
ASSUMPTION JUNIOR SCHOOL,2021-07-07,2024-01-22,"WALKINSTOWN DUBLIN 12 , DUBLIN , DUBLIN 12 , D12EH70",http://www.assumptionjns.com,"https://maps.google.com/?q=53.319214,-6.332105",20450T,THE ASSUMPTION JUNIOR SCHOOL,PRIMARY,ORDINARY,JEAN LEONARD,CATHOLIC,MIXED,ENGLISH,YES,NA,397,190,207,NA,NO,NA,
ASSUMPTION SECONDARY SCHOOL,2021-07-07,2024-01-22,"WALKINSTOWN DUBLIN 12 , DUBLIN , DUBLIN 12 , D12PK75",http://www.assumptionwalkinstown.ie,"https://maps.google.com/?q=53.322227,-6.3316255",60851P,ASSUMPTION SECONDARY SCHOOL,POST PRIMARY,SECONDARY,MS. SIOBHAIN HOEY,CATHOLIC,GIRLS,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,256,0,256,YES,NO,NA,
ASTON VILLAGE EDUCATE TOGETHER NATIONAL SCHOOL,2021-07-07,2024-01-22,"DUNLIN STREET ASTON VILLAGE DROGHEDA CO. LOUTH , LOUTH , LOUTH , A92DR44",http://www.astonvillageetns.com,"https://maps.google.com/?q=53.731205,-6.3293486",20294I,ASTON VILLAGE EDUCATE TOGETHER NATIONAL SCHOOL,PRIMARY,ORDINARY,PAULINE LOREILLE,MULTI DENOMINATIONAL,MIXED,ENGLISH,NO,NA,385,211,174,NA,NO,NA,
ATHBOY COMMUNITY SCHOOL,2021-07-07,2024-01-22,"ATHBOY CO MEATH , MEATH , MEATH , C15XY73",http://www.athboycs.ie,"https://maps.google.com/?q=53.62477,-6.9131904",91517D,ATHBOY COMMUNITY SCHOOL,POST PRIMARY,COMMUNITY,MS. CLARE GARRIHY,INTER DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,584,332,252,YES,NO,NA,
ATHEA N SCHOOL,2021-07-07,2024-01-22,"ATHEA CO. LIMERICK , LIMERICK , LIMERICK , V94F226",,"https://maps.google.com/?q=52.460667,-9.284941",15685T,ATHEA NATIONAL SCHOOL,PRIMARY,ORDINARY,MARGARET FLAHERTY,CATHOLIC,MIXED,ENGLISH,NO,NA,155,84,71,NA,NO,NA,
ATHLACCA N S,2021-07-07,2024-01-22,"ATHLACCA KILMALLOCK CO. LIMERICK , LIMERICK , LIMERICK , V35AN83",http://www.athlaccanationalschool.weebly.com,"https://maps.google.com/?q=52.45702,-8.646662",17155A,ATHLACCA NATIONAL SCHOOL,PRIMARY,ORDINARY,MICHELLE RYAN-LONERGAN A/PRINCIPAL,CATHOLIC,MIXED,ENGLISH,NO,NA,122,53,69,NA,NO,NA,
ATHLEAGUE N S,2021-07-07,2024-01-22,"ATHLEAGUE CO. ROSCOMMON , ROSCOMMON , ROSCOMMON , F42VF95",http://www.athleaguenationalschool.ie,"https://maps.google.com/?q=53.567764,-8.24907",15308M,ATHLEAGUE NATIONAL SCHOOL,PRIMARY,ORDINARY,AVRIL EGAN,CATHOLIC,MIXED,ENGLISH,NO,NA,91,48,43,NA,NO,NA,
ATHLONE COMMUNITY COLLEGE,2021-07-07,2024-01-22,"RETREAT ROAD ATHLONE CO WESTMEATH , WESTMEATH , WESTMEATH , N37Y985",http://www.athlonecc.ie,"https://maps.google.com/?q=53.42434,-7.9194994",71410T,ATHLONE COMMUNITY COLLEGE,POST PRIMARY,VOCATIONAL,MRS EILEEN DONOHOE,MULTI DENOMINATIONAL,MIXED,SOME PUPILS TAUGHT SOME SUBJECTS THROUGH IRISH,NO,YES,1174,604,570,YES,NO,NA,
ATHLONE N S,2021-07-07,2024-01-22,"ARCADIA ATHLONE CO. WESTMEATH , WESTMEATH , WESTMEATH , N37CX20",,"https://maps.google.com/?q=53.432247,-7.9390373",16092U,ATHLONE MIXED NS,PRIMARY,ORDINARY,MIRIAM BYRNE,CHURCH OF IRELAND,MIXED,ENGLISH,NO,NA,63,35,28,NA,NO,NA,
ATH TREASNA G N S,2021-07-07,2024-01-22,"POUNDHILL NEWMARKET CO. CORK , CORK , CORK , P51KW83",,"https://maps.google.com/?q=52.2137,-8.990072",16648S,NEWMARKET GNS,PRIMARY,ORDINARY,MÁIRE UÍ RIABHAIGH,CATHOLIC,GIRLS,ENGLISH,NO,NA,110,0,110,NA,NO,NA,
ATHY COMMUNITY COLLEGE,2021-07-07,2024-01-22,"TOMARD ATHY CO KILDARE , KILDARE , KILDARE , R14KT50",http://www.athycollege.ie,"https://maps.google.com/?q=52.98711,-6.979499",70650L,ATHY COMMUNITY COLLEGE,POST PRIMARY,VOCATIONAL,RICHARD DALY,MULTI DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,590,310,280,YES,NO,NA,
ATHY MODEL SCHOOL,2021-07-07,2024-01-22,"TOMARD ATHY CO. KILDARE , KILDARE , KILDARE , R14Y478",http://athymodelschool.ie,"https://maps.google.com/?q=53.00345,-6.9868894",06209J,ATHY MODEL SCHOOL,PRIMARY,MODEL SCHOOL,KARYN COLE,CHURCH OF IRELAND,MIXED,ENGLISH,NO,NA,90,50,40,NA,NO,NA,
ATTYMON N S,2021-07-07,2024-01-22,"ATTYMON ATHENRY CO. GALWAY , GALWAY , GALWAY , H65YX73",http://www.weebly.com,"https://maps.google.com/?q=53.322723,-8.608009",16121B,ATTYMON NATIONAL SCHOOL,PRIMARY,ORDINARY,PAULINE VESEY,CATHOLIC,MIXED,ENGLISH,NO,NA,20,9,11,NA,NO,NA,
AUGHADREENA NATIONAL SCHOOL,2021-07-07,2024-02-23,"AUGHADREENA STRADONE CO. CAVAN , CAVAN , CAVAN , H12D923",,"https://maps.google.com/?q=53.93479,-7.219881",18355N,AUGHADREENA NATIONAL SCHOOL,PRIMARY,ORDINARY,FRANCES REILLY,CATHOLIC,MIXED,ENGLISH,NO,NA,80,45,35,NA,NO,NA,
AUGHAVAS NS,2021-07-07,2024-01-22,"AUGHAVAS CARRIGALLEN CO.LEITRIM , LEITRIM , LEITRIM , H12YY74",http://stjosephsnsaughavas.scoilnet.ie/blog,"https://maps.google.com/?q=53.95448,-7.718273",14339S,ST JOSEPH'S NS AUGHAVAS,PRIMARY,ORDINARY,SÉAMUS TIERNAN,CATHOLIC,MIXED,ENGLISH,YES,NA,28,17,11,NA,NO,NA,
AUGHAWILLAN NS,2021-07-07,2024-01-22,"LISGRUDY GARADICE CO. LEITRIM , LEITRIM , LEITRIM , N41E082",,"https://maps.google.com/?q=54.07497,-7.7378306",16932P,AUGHAWILLAN N.S.,PRIMARY,ORDINARY,MAIRÉAD O'FLAHERTY,CATHOLIC,MIXED,ENGLISH,NO,NA,34,18,16,NA,NO,NA,
AUGHRIM N S,2021-07-07,2024-01-22,"HILLSTREET CARRICK-ON-SHANNON CO. ROSCOMMON , ROSCOMMON , ROSCOMMON , N41EY63",,"https://maps.google.com/?q=53.871815,-8.12235",14684M,AUGHRIM NATIONAL SCHOOL,PRIMARY,ORDINARY,JOHN FAUGHNAN,CATHOLIC,MIXED,ENGLISH,NO,NA,36,15,21,NA,NO,NA,
AVONDALE COMMUNITY COLLEGE,2021-07-07,2024-01-22,"RATHDRUM CO WICKLOW , WICKLOW , WICKLOW , A67RR26",http://avondalecc.net,"https://maps.google.com/?q=52.934486,-6.2360888",70810H,AVONDALE COMMUNITY COLLEGE,POST PRIMARY,VOCATIONAL,ELAINE FITZGERALD,MULTI DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,618,321,297,YES,NO,NA,
AYR HILL N S RAMELTON,2021-07-07,2024-01-22,"TANK ROAD RAMELTON LETTERKENNY CO. DONEGAL , DONEGAL , DONEGAL , F92WT21",,"https://maps.google.com/?q=55.036026,-7.646637",18251B,AYR HILL NATIONAL SCHOOL,PRIMARY,ORDINARY,SANDRA MOORE,PRESBYTERIAN,MIXED,ENGLISH,NO,NA,20,9,11,NA,NO,NA,
BAILE AN CHUILINN N S,2021-07-07,2024-01-22,"BALLINKILLEN MUINE BHEAG CO. CARLOW , CARLOW , CARLOW , R21Y803",,"https://maps.google.com/?q=52.64881,-6.9300923",01116A,BALLINKILLEN NATIONAL SCHOOL,PRIMARY,ORDINARY,LEILA M DOORLEY,CATHOLIC,MIXED,ENGLISH,NO,NA,134,66,68,NA,NO,NA,
BAILE COIREIL N S,2021-07-07,2024-04-24,"CORALSTOWN MULLINGAR CO. WESTMEATH , WESTMEATH , WESTMEATH , N91KC84",,"https://maps.google.com/?q=53.484844,-7.191141",16914N,CORALSTOWN NATIONAL SCHOOL,PRIMARY,ORDINARY,MICHAEL WARD,CATHOLIC,MIXED,ENGLISH,NO,NA,76,36,40,NA,NO,NA,
BAILE FALBACH,2021-07-07,2024-01-22,"JORDANSTOWN LUSK CO. DUBLIN , DUBLIN , DUBLIN COUNTY , K45YP02",http://www.hedgestownns.com,"https://maps.google.com/?q=53.550713,-6.207563",17472M,HEDGESTOWN NATIONAL SCHOOL,PRIMARY,ORDINARY,DAMIEN O'DONOGHUE,CATHOLIC,MIXED,ENGLISH,NO,NA,70,39,31,NA,NO,NA,
BAILE MOR SIOL ANMCADHA,2021-07-07,2024-01-22,"OGHIL MORE LAWRENCETOWN CO. GALWAY , GALWAY , GALWAY , H53RH48",http://www.lawrencetownns.net,"https://maps.google.com/?q=53.23931,-8.173307",17170T,LAURENCETOWN NATIONAL SCHOOL,PRIMARY,ORDINARY,ANDREW O'REGAN,CATHOLIC,MIXED,ENGLISH,NO,NA,96,52,44,NA,NO,NA,
BAILE NA GCAILLEACH N S,2021-07-07,2024-01-22,"COLLINSTOWN MULLINGAR CO WESTMEATH , WESTMEATH , WESTMEATH , N91HEE3",http://stmaryscollinstown.scoilnet.ie/blog,"https://maps.google.com/?q=53.64986,-7.218024",16868J,COLLINSTOWN NS,PRIMARY,ORDINARY,DEIRDRE FLYNN,CATHOLIC,MIXED,ENGLISH,NO,NA,146,69,77,NA,NO,NA,
BAILE NA MONA,2021-07-07,2024-01-22,"BAILIEBORO CO. CAVAN , CAVAN , CAVAN , A82W264",,"https://maps.google.com/?q=53.89701,-6.953194",17531C,BALLINAMONEY NATIONAL SCHOOL,PRIMARY,ORDINARY,SIOBHÁN SMITH,CATHOLIC,MIXED,ENGLISH,NO,NA,119,65,54,NA,NO,NA,
BAILIEBORO MODEL N S,2021-07-07,2024-01-22,"BAILIEBOROUGH CO. CAVAN , CAVAN , CAVAN , A82FX62",,"https://maps.google.com/?q=53.91708,-6.974452",05627W,BAILIEBORO MODEL NS,PRIMARY,MODEL SCHOOL,NIALL MCHUGO,CHURCH OF IRELAND,MIXED,ENGLISH,NO,NA,104,51,53,NA,NO,NA,
BAILIEBORO N S,2021-07-07,2024-01-22,"TANDERAGEE BAILIEBOROUGH CO. CAVAN , CAVAN , CAVAN , A82DR53",http://stannesns.ie/,"https://maps.google.com/?q=53.915924,-6.974879",18059J,ST. ANNE'S NS BAILIEBOROUGH,PRIMARY,ORDINARY,PAUL CORCORAN,CATHOLIC,MIXED,ENGLISH,YES,NA,312,164,148,NA,NO,NA,
BAILIEBOROUGH COMMUNITY SCHOOL,2021-07-07,2024-01-22,"BAILIEBOROUGH CO CAVAN , CAVAN , CAVAN , A82P585",http://www.bailieborocs.ie/,"https://maps.google.com/?q=53.91291,-6.9738975",91351S,BAILIEBOROUGH COMMUNITY SCHOOL BAILIEBOROUGH COMMUNITY SCHOOL,POST PRIMARY,COMMUNITY,MRS. MARTHA LIEVENS,INTER DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,692,368,324,YES,NO,NA,
BAINRION NA NAINGAL 2,2021-07-07,2024-01-22,"GURTEEN ROAD BALLYFERMOT DUBLIN 10 , DUBLIN , DUBLIN 10 , D10C527",http://www.maryqueenofangels2.ie,"https://maps.google.com/?q=53.34649,-6.361834",18843D,MARY QUEEN OF ANGELS 2,PRIMARY,ORDINARY,SEÁN O'SHEA,CATHOLIC,BOYS,ENGLISH,YES,NA,112,112,0,NA,NO,NA,
BALBRIGGAN COMMUNITY COLLEGE,2021-07-07,2024-01-22,"PINE RIDGE CHAPEL ST. BALBRIGGAN CO DUBLIN , DUBLIN , DUBLIN COUNTY , K32HE19",http://www.balbriggancomunitycollege.com,"https://maps.google.com/?q=53.61125,-6.186384",70010V,BALBRIGGAN COMMUNITY COLLEGE,POST PRIMARY,VOCATIONAL,EMMETT SHERIDAN,INTER DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,655,399,256,YES,NO,NA,
BALBRIGGAN EDUCATE TOGETHER NS,2021-07-07,2024-01-22,"HAMLET LANE BALBRIGGAN CO. DUBLIN , DUBLIN , DUBLIN COUNTY , K32NT02",http://www.balbrigganetns.com,"https://maps.google.com/?q=53.612503,-6.2065344",20202A,BALBRIGGAN EDUCATE TOGETHER,PRIMARY,ORDINARY,EMMA GRUFFERTY,MULTI DENOMINATIONAL,MIXED,ENGLISH,YES,NA,376,198,178,NA,NO,NA,
BALLAGHAMEEHAN N S,2021-07-07,2024-01-22,"CONRAY ROSSINVER CO. LEITRIM , LEITRIM , LEITRIM , F91HH90",http://www.ballaghameehanns.com,"https://maps.google.com/?q=54.381695,-8.1091175",13908D,BALLAGHAMEEHAN NATIONAL SCHOOL,PRIMARY,ORDINARY,ANNE WHITE,CATHOLIC,MIXED,ENGLISH,YES,NA,33,20,13,NA,NO,NA,
BALLAGHKEENE N S,2021-07-07,2024-01-22,"THE BALLAGH ENNISCORTHY CO. WEXFORD , WEXFORD , WEXFORD , Y21K577",,"https://maps.google.com/?q=52.481407,-6.428665",14668O,BALLAGHKEENE NATIONAL SCHOOL,PRIMARY,ORDINARY,DARREN NOLAN,CATHOLIC,MIXED,ENGLISH,YES,NA,132,71,61,NA,NO,NA,
BALLANAGARE N S,2021-07-07,2024-01-22,"BALLINAGARE CASTLEREA CO. ROSCOMMON , ROSCOMMON , ROSCOMMON , F45W288",,"https://maps.google.com/?q=53.83469,-8.375551",17266J,BALLINAGARE NS,PRIMARY,ORDINARY,SINEAD HEALY,CATHOLIC,MIXED,ENGLISH,YES,NA,57,27,30,NA,NO,NA,
BALLAPOUSTA NS,2021-07-07,2024-01-22,"BALLAPOUSTA ARDEE CO. LOUTH , LOUTH , LOUTH , A92XD53",http://www.ballapoustans.ie,"https://maps.google.com/?q=53.821827,-6.5575304",01554B,BALLAPOUSTA NS,PRIMARY,ORDINARY,PETER DOOLEY,CATHOLIC,MIXED,ENGLISH,NO,NA,189,99,90,NA,NO,NA,
BALLA SECONDARY SCHOOL,2021-07-07,2024-05-10,"BALLA CASTLEBAR CO MAYO , MAYO , MAYO , F23KT65",http://www.ballasecondaryschool.com,"https://maps.google.com/?q=53.806858,-9.137721",64500G,BALLA SECONDARY SCHOOL,POST PRIMARY,SECONDARY,MS. TERESA WALSH,CATHOLIC,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,422,216,206,YES,NO,NA,
BALLINABRANNA MXD N S,2021-07-07,2024-01-22,"MILFORD CO. CARLOW , CARLOW , CARLOW , R93T9N4",http://www.ballinabranna-school.ie,"https://maps.google.com/?q=52.785667,-6.982992",17756D,BALLINABRANNA NS,PRIMARY,ORDINARY,HAZEL MCWEY,CATHOLIC,MIXED,ENGLISH,NO,NA,187,101,86,NA,NO,NA,
BALLINADEE N S,2021-07-07,2024-01-22,"BALLINADEE BANDON CO. CORK , CORK , CORK , P72TW82",,"https://maps.google.com/?q=51.713776,-8.626741",09537S,BALLINADEE NATIONAL SCHOOL,PRIMARY,ORDINARY,CAROLYN MCHUGH,CATHOLIC,MIXED,ENGLISH,NO,NA,128,59,69,NA,NO,NA,
BALLINAGORE MIXED N S,2021-07-07,2024-01-22,"BALLINAGORE KILBEGGAN CO. WESTMEATH , WESTMEATH , WESTMEATH , N91XF57",,"https://maps.google.com/?q=53.408047,-7.462629",16340N,"ST PATRICK'S N.S. BALLINAGORE,",PRIMARY,ORDINARY,GEMMA GOULDING,CATHOLIC,MIXED,ENGLISH,NO,NA,100,51,49,NA,NO,NA,
BALLINAGREE MXD N S,2021-07-07,2024-01-22,"BALLINAGREE MACROOM, , CORK , CORK , P12Y938",http://ballinagreens.scoilnet.ie,"https://maps.google.com/?q=51.977634,-8.925081",15140A,BALLINAGREE MXD NS,PRIMARY,ORDINARY,SHANE LEHANE,CATHOLIC,MIXED,ENGLISH,NO,NA,64,32,32,NA,NO,NA,
BALLINAHOWN NS,2021-07-07,2024-01-22,"ATHLONE CO WESTMEATH , WESTMEATH , WESTMEATH , N37F744",,"https://maps.google.com/?q=53.34969,-7.850811",19632S,BALLINAHOWN NS,PRIMARY,ORDINARY,THOMAS KEENA,CATHOLIC,MIXED,ENGLISH,NO,NA,101,50,51,NA,NO,NA,
BALLINAKILL MIXED N S,2021-07-07,2024-01-22,"BALLINAKILL PORTLAOISE CO. LAOIS , LAOIS , LAOIS , R32TX38",http://ballinakillns.ie,"https://maps.google.com/?q=52.875946,-7.308102",00895W,BALLINAKILL NATIONAL SCHOOL,PRIMARY,ORDINARY,SINEAD CAMPION,CATHOLIC,MIXED,ENGLISH,NO,NA,95,52,43,NA,NO,NA,
BALLINAMORE COMMUNITY SCHOOL,2021-07-07,2024-01-22,"BALLINAMORE CO LEITRIM , LEITRIM , LEITRIM , N41F6A2",http://www.ballinamorecs.ie,"https://maps.google.com/?q=54.052166,-7.809633",91519H,BALLINAMORE COMMUNITY SCHOOL,POST PRIMARY,COMMUNITY,MR. DIARMUID MCCAFFREY,MULTI DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,319,163,156,YES,NO,NA,
BALLINCARRIGA MXD N S,2021-07-07,2024-01-22,"BALLINCARRIGA DUNMANWAY CO. CORK , CORK , CORK , P47K312",http://www.ballinacarriga-ns.ie,"https://maps.google.com/?q=51.70461,-9.036662",10739O,BALLINACARRIGA NATIONAL SCHOOL,PRIMARY,ORDINARY,ROISIN HURLEY,CATHOLIC,MIXED,ENGLISH,NO,NA,100,44,56,NA,NO,NA,
BALLINCOLLIG COMMUNITY SCHOOL,2021-07-07,2024-01-22,"INNISHMORE BALLINCOLLIG CO. CORK , CORK , CORK , P31E030",http://www.balcs.ie,"https://maps.google.com/?q=51.890423,-8.60188",91386O,BALLINCOLLIG COMMUNITY SCHOOL,POST PRIMARY,COMMUNITY,MS. KAREN FORDE,INTER DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,941,457,484,YES,NO,NA,
BALLINDAGGIN N S,2021-07-07,2024-01-22,"BALLINDAGGIN ENNISCORTHY CO. WEXFORD , WEXFORD , WEXFORD , Y21A371",http://www.ballindagginns.ie,"https://maps.google.com/?q=52.56812,-6.6781793",15962T,BALLINDAGGIN NATIONAL SCHOOL,PRIMARY,ORDINARY,CONOR MCDONALD,CATHOLIC,MIXED,ENGLISH,NO,NA,146,73,73,NA,NO,NA,
BALLINDANGAN MIXED N S,2021-07-07,2024-01-22,"BALLINDANGAN MITCHELSTOWN CO. CORK , CORK , CORK , P67EW90",,"https://maps.google.com/?q=52.236282,-8.336494",04054T,BALLINDANGAN NS,PRIMARY,ORDINARY,HELENA O CONNOR,CATHOLIC,MIXED,ENGLISH,NO,NA,34,16,18,NA,NO,NA,
BALLINDERREEN MXD N S,2021-07-07,2024-01-22,"BALLINDERREEN KILCOLGAN CO. GALWAY , GALWAY , GALWAY , H91F292",http://www.ballinderreenns.ie,"https://maps.google.com/?q=53.185036,-8.909893",07551C,BALLINDERREEN NS,PRIMARY,ORDINARY,BARRY QUINN,CATHOLIC,MIXED,ENGLISH,NO,NA,182,86,96,NA,NO,NA,
BALLINDERRY N S,2021-07-07,2024-01-22,"CUMMER TUAM CO. GALWAY , GALWAY , GALWAY , H54PX07",http://www.ballinderryns.ie,"https://maps.google.com/?q=53.44857,-8.822424",16410I,BALLINDERRY NATIONAL SCHOOL,PRIMARY,ORDINARY,DAWN WALSH,CATHOLIC,MIXED,ENGLISH,NO,NA,212,115,97,NA,NO,NA,
BALLINDINE B N S,2021-07-07,2024-01-22,"BALLINDINE CLAREMORRIS CO. MAYO , MAYO , MAYO , F12CY64",http://www.ballindineschool.ie,"https://maps.google.com/?q=53.67256,-8.957118",01676P,BALLINDINE NS,PRIMARY,ORDINARY,STEPHEN MCHUGH,CATHOLIC,MIXED,ENGLISH,NO,NA,119,59,60,NA,NO,NA,
BALLINLOUGH N S,2021-07-07,2024-01-22,"BALLINLOUGH KELLS CO. MEATH , MEATH , MEATH , A82PX57",http://www.ballinloughns.com,"https://maps.google.com/?q=53.732018,-7.028547",09238I,BALLINLOUGH NATIONAL SCHOOL,PRIMARY,ORDINARY,TANYA FARRELLY,CATHOLIC,MIXED,ENGLISH,NO,NA,59,20,39,NA,NO,NA,
BALLINLOUGH N S,2021-07-07,2024-01-22,"BALLINLOUGH CO. ROSCOMMON , ROSCOMMON , ROSCOMMON , F45RY86",,"https://maps.google.com/?q=53.74125,-8.635577",11943S,BALLINLOUGH NATIONAL SCHOOL,PRIMARY,ORDINARY,TARA JORDAN,CHURCH OF IRELAND,MIXED,ENGLISH,YES,NA,37,13,24,NA,NO,NA,
BALLINODE COLLEGE,2021-07-07,2024-01-22,"CLARION RD BALLINODE SLIGO , SLIGO , SLIGO , F91DY66",http://www.ballinodecollege.ie,"https://maps.google.com/?q=54.279087,-8.459239",72360M,BALLINODE COLLEGE,POST PRIMARY,VOCATIONAL,DAVID MCGUINNESS,MULTI DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,224,140,84,YES,NO,NA,
BALLINROBE COMMUNITY SCHOOL,2021-07-07,2024-01-22,"CONVENT ROAD BALLINROBE CO MAYO , MAYO , MAYO , F31XD53",http://ballinrobecommunityschool.com,"https://maps.google.com/?q=53.623,-9.212629",91462E,BALLINROBE COMMUNITY SCHOOL,POST PRIMARY,COMMUNITY,MR. WILLIAM CULKEEN,INTER DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,771,403,368,YES,NO,NA,
BALLINSPITTLE N S,2021-07-07,2024-01-22,"BALLYCATTEN BALLINSPITTLE CO. CORK , CORK , CORK , P17FN27",http://www.ballinspittlens.ie,"https://maps.google.com/?q=51.664165,-8.596104",00467B,BALLINSPITTLE NS,PRIMARY,ORDINARY,MRS. SHEILA WALL,CATHOLIC,MIXED,ENGLISH,NO,NA,195,105,90,NA,NO,NA,
BALLINTEER COMMUNITY SCHOOL,2021-07-07,2024-01-22,"BROADFORD ROAD BALLINTEER DUBLIN 16 , DUBLIN , DUBLIN 16 , D16XF79",http://www.ballinteercs.ie,"https://maps.google.com/?q=53.28144,-6.2582765",91305L,BALLINTEER COMMUNITY SCHOOL,POST PRIMARY,COMMUNITY,MS. AMY DOHERTY,INTER DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,422,211,211,YES,NO,NA,
BALLINTEER EDUCATE TOGETHER NATIONAL SCHOOL,2021-07-07,2024-01-22,"PARKVALE SANDYFORD ROAD BALALLY DUBLIN 16 , DUBLIN , DUBLIN 14 , D16N6T0",http://www.ballinteeretns.ie,"https://maps.google.com/?q=53.281666,-6.23876",20400E,BALLINTEER EDUCATE TOGETHER NS,PRIMARY,ORDINARY,PAUL O'DWYER,MULTI DENOMINATIONAL,MIXED,ENGLISH,NO,NA,386,211,175,NA,NO,NA,
BALLINTEMPLE N S,2021-07-07,2024-01-22,"BALLINTEMPLE N S CRAB LANE CORK , CORK , CORK , T12WA02",http://www.ballintemplens.com,"https://maps.google.com/?q=51.89313,-8.439667",15781P,BALLINTEMPLE N S,PRIMARY,ORDINARY,BRYAN MCCARTHY,CATHOLIC,MIXED,ENGLISH,NO,NA,252,118,134,NA,NO,NA,
BALLINTLEVA N S,2021-07-07,2024-01-22,"CURRAGHBOY ATHLONE CO. ROSCOMMON , ROSCOMMON , ROSCOMMON , N37VN23",https://ballintlevans.scoilnet.ie/blog/,"https://maps.google.com/?q=53.471546,-8.175735",18729F,BALLINTLEVA NATIONAL SCHOOL,PRIMARY,ORDINARY,MARY O'BRIEN HEALY,CATHOLIC,MIXED,ENGLISH,NO,NA,49,17,32,NA,NO,NA,
BALLINTOGHER N S,2021-07-07,2024-01-22,"KINGSFORT BALLINTOGHER CO. SLIGO , SLIGO , SLIGO , F91DR72",http://www.ballintogherns.ie,"https://maps.google.com/?q=54.199463,-8.367139",02013S,ST TERESA'S NS,PRIMARY,ORDINARY,RUTH SWEENEY ACTING PRINCIPAL,CATHOLIC,MIXED,ENGLISH,NO,NA,63,41,22,NA,NO,NA,
BALLINTOTAS N S,2021-07-07,2024-01-22,"BALLINTOTAS CASTLEMARTYR CO. CORK , CORK , CORK , P25Y272",http://ballintotasns.ie,"https://maps.google.com/?q=51.909588,-8.095972",15165Q,BALLINTOTAS NATIONAL SCHOOL,PRIMARY,ORDINARY,IRENE FINN,CATHOLIC,MIXED,ENGLISH,NO,NA,108,54,54,NA,NO,NA,
BALLINTUBBER N S,2021-07-07,2024-01-24,"BALLINTUBBER CLAREMORRIS CO. MAYO , MAYO , MAYO , F12KW18",,"https://maps.google.com/?q=53.758423,-9.304409",07374G,BALLINTUBBER NATIONAL SCHOOL,PRIMARY,ORDINARY,KAREN SERANTES,CATHOLIC,MIXED,ENGLISH,NO,NA,104,42,62,NA,NO,NA,
